text,label
hi as suggested by you i have asked the seller to initiate the refund it has been a week and i haven t received my money. please advise.,51
tell me what i should do after my card expires.,9
where do i locate topping up with cash.,58
how do i exchange usd to gbp?,33
i ve just made a money transfer to the wrong account i need to stop the money from being moved as it may be going to someone i don t know. please can you help?,8
i tried to top up and suddenly my money disappeared,62
i tried to get cash in the atm but it was not approved,26
i need to order a new card can you please direct me to the virtual cards?,40
what type of deposits do you accept into my account?,58
tell me which cards and what currency is supported.,54
i do not understand why there is a pending 1 charge on my statement i do not recall making this transaction. can you please tell me what this is about?,34
i could not get the cash i wanted,75
i am seeing in the app a some cash withdrawal that does not belong to me,20
i couldn t transfer to an account.,7
i have a strange transaction for 1 on my statement what is that?,34
errors keep showing up every time i try to make this transfer and i am on a time crunch could you please help.,35
can you tell me your exchange rates?,32
i had trouble with an incorrect rate being applied when using the atm with foreign currency.,76
my atm transaction was wrong,75
why are you declining my payment? everything was fine.,25
why isn t my google top up pay working?,2
i tried to buy something and it was declined and my transfers keep getting declined why?,27
i received my new card how is it activated?,0
can you tell me why i noticed a 1 charge on my statement?,34
what are my bank details so i can do a transfer?,65
what are your supported countries?,24
i didn t receive my money earlier and it says the transaction is still in progress. can you fix it?,46
i want to add funds to my account. what payment methods are accepted?,54
would i be able to get a second card?,39
when will the money be made available in my account?,67
how many days do i have to wait for the transfer to reach my account?,67
